theta_deg,volume_m3,pressure_pa,temperature_k,mass_kg,mdot_intake_kg_s,mdot_exhaust_kg_s,intake_lift_frac,exhaust_lift_frac,dm_fuel_main_mg_per_deg,dq_comb_j_per_deg,dq_wall_j_per_deg,torque_indicated_nm_per_cyl
-342.0,4.073243548813441e-05,151347.23708162704,298.429169139105,7.197666316766758e-05,0.025923072869890446,-0.0,0.30143137254901975,0.0,0.0,0.0,-0.0008648269322348568,14.4796874628962
-341.0,4.244629695838192e-05,151213.9056364158,298.43886905397505,7.493664693957944e-05,0.027344091251325784,-0.0,0.31413071895424843,0.0,0.0,0.0,-0.0008711186724584647,15.229327474395504
-340.0,4.424771374576418e-05,151101.4724839826,298.4589541501095,7.805361517255998e-05,0.02874413686632154,-0.0,0.3269411764705882,0.0,0.0,0.0,-0.0008777755046133004,15.97212818117885
-339.0,4.613577423248889e-05,151005.05336971206,298.48631244930664,8.132479494594589e-05,0.030121618014557556,-0.0,0.33975163398692804,0.0,0.0,0.0,-0.0008847939174090638,16.70750560548719
-338.0,4.810952390431432e-05,150922.12889755034,298.5191921241247,8.474807211052561e-05,0.03148711339635502,-0.0,0.3526470588235293,0.0,0.0,0.0,-0.0008921711566917026,17.43505299104728
-337.0,5.0167965954033614e-05,150855.44530334702,298.5586218467257,8.832343890077452e-05,0.03285288113368656,-0.0,0.36588235294117644,0.0,0.0,0.0,-0.0008999083617332515,18.154949514880347
-336.0,5.2310061915097045e-05,150802.84644370727,298.60309421011044,9.204889357652873e-05,0.03419080125162659,-0.0,0.3791176470588236,0.0,0.0,0.0,-0.0009080025885973983,18.86681495344802
-335.0,5.453473232541654e-05,150761.03911633548,298.65063072998646,9.592172382700007e-05,0.03550684482455857,-0.0,0.39235294117647085,0.0,0.0,0.0,-0.0009164489369387522,19.57008145870639
-334.0,5.684085742137937e-05,150729.21172997836,298.7006309605147,9.99401533876904e-05,0.036818384101157016,-0.0,0.40578431372549045,0.0,0.0,0.0,-0.000925243786639921,20.26445499637391
-333.0,5.9227277862082695e-05,150709.17496294813,298.7538624608615,0.00010410366982337263,0.03811124840380202,-0.0,0.41934640522875827,0.0,0.0,0.0,-0.0009343856522888048,20.949993716925505
-332.0,6.169279548377566e-05,150698.04472525304,298.80869433680743,0.00010840939999033073,0.03937949072414987,-0.0,0.4329084967320262,0.0,0.0,0.0,-0.0009438686876502376,21.626117452587582
-331.0,6.423617408447668e-05,150694.06841427242,298.8641632089387,0.00011285481308185305,0.04062630397409225,-0.0,0.4464705882352941,0.0,0.0,0.0,-0.0009536872558938999,22.292364465315384
-330.0,6.685614023870637e-05,150697.8748240118,298.9205789201281,0.00011743855977317915,0.04186822791584844,-0.0,0.4602614379084966,0.0,0.0,0.0,-0.0009638374028889177,22.94860853922969
-329.0,6.955138414224592e-05,150709.10708820558,298.9777343506152,0.00012215873614296777,0.04308329402035446,-0.0,0.47405228758169915,0.0,0.0,0.0,-0.0009743142843518878,23.59458414865096
-328.0,7.232056048680309e-05,150726.14838938112,299.03481078991297,0.00012701258069716277,0.044274993172669044,-0.0,0.4878431372549016,0.0,0.0,0.0,-0.0009851114852646946,24.229821301731217
-327.0,7.51622893644285e-05,150748.16129510108,299.0914285849959,0.00013199763790900236,0.045446923765891926,-0.0,0.5016601307189539,0.0,0.0,0.0,-0.0009962228709691555,24.853956221052343
-326.0,7.807515720149345e-05,150775.10857493247,299.1476356203887,0.00013711186742242028,0.04659873300651184,-0.0,0.5155163398692809,0.0,0.0,0.0,-0.0010076428127704586,25.466752022075376
-325.0,8.105771772199214e-05,150806.36886339672,299.203185093806,0.00014235277756029048,0.04772762293078599,-0.0,0.5293725490196078,0.0,0.0,0.0,-0.0010193649653004852,26.0678760792066
-324.0,8.410849293989588e-05,150841.44317473934,299.25790692842486,0.0001477178572898878,0.048834101211496776,-0.0,0.5432287581699348,0.0,0.0,0.0,-0.0010313828572411216,26.657013790149527
-323.0,8.72259741802329e-05,150879.87354205849,299.31166028933296,0.00015320453013443425,0.04991635808128136,-0.0,0.5570588235294119,0.0,0.0,0.0,-0.0010436898593790718,27.23385691234438
